Statement,Disease
"কানশার ভিতরটা মরিচা ধরার মতো লালচে হইয়ে গেছে, মাছের আর আগের মতো তেজ নাই।",Gill Rot
"এই পোকাগুলার জন্য মাছের গায়ের যে আসল গন্ধ, সেটাও আর নাই, কেমন জানি একটা বাজে গন্ধ হইছে।",Argulosis
এই রোগটা একবার ধরলে আর রক্ষা নাই। একটা মাছের হইলে সবগুলাতে ছড়ায় আর গায়ে লাল দাগ হইয়া মরে।,Hemorrhagic Septicemia
"আমার রেড ক্যাপ গোল্ডফিশটার টুপি তো ঠিকই আছে, কিন্তু চোখ দুইটা ফুইলা সব সৌন্দর্য নষ্ট কইরা দিছে। মাছটা খালি ঝিমায়।",Pop Eye
"মাছটা পানি থাইকা এক কোণায় চুপচাপ বসে থাকে, গায়ে অনেক পোকা।",Argulosis
এই রোগ হইলে মাছের আর কোনো গতিবিধি থাকে না। এক জায়গায় পইড়া মইরা যায়।,Saprolegniasis
"এইবার বুঝি আমার কপালটাই মন্দ। এত টাকা খরচ কইরা মাছ ছাড়লাম, আর এই রোগে সব শেষ কইরা দিল।",Streptococcosis
"এই রোগটা আমার সব কিছু কাইড়া নিসে, এখন খালি ঘা ওয়ালা মাছ আর আমি পইড়া আছি।",Epizootic Ulcerative Syndrome
"যে মাছটার লেজ পইচা গেছে, সেইটা খালি পানির মইধ্যে गोल गोल ঘোরে, সোজা যাইতে পারে না।",Fin and Tail Rot
পুকুরের পানিতে কেমন একটা পচা গন্ধ। এই ছত্রাকঅলা মাছগুলার লাইগাই পানিটা মাইর খাইছে।,Saprolegniasis
"যে মাছগুলার লেজ নাই, সেগুলা আর অন্য মাছের সাথে বংশবিস্তারও করতে পারে না।",Fin and Tail Rot
আমার এঞ্জেল মাছটার চোখ ফুইলা এমন হইছে যে আর আগের মতো সুন্দর কইরা সাঁতরায় না। খালি এক জায়গায় ভাইসা থাকে।,Pop Eye
চোখের নিচে আর লেজের ফিনে সাদা ফোসকা উঠছে। চলাফেরার হালতও ভালা না।,White Spot Disease
"মাছটা ঘায়ের যন্ত্রণায় খালি মাটির উপ্রে গড়াগড়ি খায়, দেইখা খুব কষ্ট লাগে।",Epizootic Ulcerative Syndrome
"মাছটা আর সোজা থাকতে পারতেছে না, খালি গড়ান দিতিচে, কানকো দুইটাই ফোলা।",Gill Rot
"আমার সব মাছের লেজের আগাটা কেমন জানি কালো হইয়া যাইতেছে, এইটা কিসের লক্ষণ?",Fin and Tail Rot
মাছের চোখটা ফুইলা এমন হইছে যে মনে হয় চোখের উপর একটা পর্দা পইড়া গেছে। মাছটা আর কিছুই দেখে না।,Pop Eye
মাছটার শরীরটা কেমন জানি শুকনা আর খসখসে।,Gill Rot
