comments,labels
আমাদের এইখানে এয়ারটেলে আলহামদুলিল্লাহ ভালো নেটওয়াক্ পায়। কিন্তু গতকাল সন্ধ্যা থেকে ইন্টারনেট ব্যবহার করতে পারছিনা।কারন কি????,Internet Issue
টং অফার পর পর দুবার নেওয়া যাবে কি,Promotional
Airtel Buzz মাই এয়ারটেল অ্যাপ থেকে টং অফার পর পর দুবার নেওয়া যাবে কি,Promotional
"আমার দুই ধরনের ডাকা প্যাক আছে, একটা কিছুদিন আগে কেনা ছিলো, আর আজ একটা কিনছিল, আমি নেট চালাতে গেলে কোনটা থেকে এমবি কাটা হবে",Promotional
"এই অফার গুলো কিনবো কিভাবে,, কোন কোড তো দেয়া নেই",Promotional
ব্যালেন্স কিভাবে চেক করবো এয়ারটেলে,Promotional
"এই অফারটা আসছে কিন্তু আমি ৩৫০ টাকা রিচার্জ করে ডায়েল করার পর ১০ gb 250 minit দিছে, কিন্তু আমার ২৫ gb প্রয়োজন ছিল সেটা আসে নাই কেনো..?",Availability
এয়ারটেল সিমের নাম্বার কিভাবে বের করবো,Promotional
"আমি ১ মাস হলো সীম কিনছি নতুন,এখন অফার গুলো কি কি পাবো প্রতি মাসে",Promotional
এয়ারটেল সিমের মিনিট এমবি কিভাবে দেখে এবং এসএমএস কিভাবে কিনে,Promotional
"আমার এয়ারটেল সিমে এমবি শেষ হওয়ার পর অটোমেটিক টাকা কেটে নেয়, এজন্য ppu code দেন তো sir",Promotional
আমার এয়ারটেল সিম কার্ড আমার আম্মুর এনআইডি তে রেজিষ্ট্রেশন করা। এখন এটা আমার এনআইডি তে রেজিষ্ট্রেশন করতে চাই। সম্ভব কিনা? সম্ভব হলে কিভাবে করব? বিষয়টি অতীত জরুরি,Promotional
আমি নিকটস্থ বায়োমেট্রিক রিটেইল পয়েন্ট থেকে সিমের মালিকানা পরিবর্তন করেছি। কিন্তু আমার কাছ থেকে ৫০ টাকা চার্জ রাখা হয়েছে?,Promotional
ইমারজেন্সি টাকা কিভাবে নিতে হয়,Promotional
নতুন সিম কিনলে কি কি অফার পাওয়া যাবে,Promotional
এয়ারটেল মিনিট চেক করে কিভাবে কোড কত,Promotional
ইন্টারনেট বেলেন্স চেক করে কতো ডায়েল করে,Promotional
"১৩৭ টাকাই। ১২ জিবি , ১০০ মিনিট, ১৫ দিন মেয়াদ, এই অফার টা কি আছে আমার এখনো , দেখেন তো , 01610886352.",Promotional
নেটওয়ার্ক সমস্যা করে,Network Issue
অ্যাপসের ভিতর ঢুকতে পারতাছি না কেন,Availability
কোন প্রকার sms ছাড়াই টাকা কেটে নেয় কেনো??,Availability
আমার সিমে নেটওয়ার্ক কমপাই পচা সিম এয়ারটেল 01619632781,Internet Issue
আমার কাছে বর্তমানে একটি Airtel সিম রয়েছে। যেটি অনেক গুরুত্বপূর্ণ। আমি দুই বছরের জন্য সিমটি বাসায় বন্ধ রেখে দেশের বাহিরে যাব। এখন দুই বছর বন্ধ রাখার কারণে পরবর্তীতে এটি আবার ব্যবহার করতে পারব? অথবা কি করলে এটিকে সচল রাখা যাবে?,Promotional
